assay,method,mixing_score,purity_score,reduction,ndim,features_ngenes
scVI,scVI,61.84,74.695,scVI_0_150_0.01_2_128_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_8a71cab20d8ba5575858e56d9c6c5e95,80,1000
scVI,scVI,63.995,77.85,scVI_0_150_0.01_2_128_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_8a71cab20d8ba5575858e56d9c6c5e95,80,750
scVI,scVI,61.555,79.7225,scVI_1_150_0.01_3_128_gene_zinb..scVI..60..features_RNA.log.vst.split_Batch_ID.features.1000_3b9e3ed8dac54bd9d04e434d74ffbb99,60,1000
scVI,scVI,64.575,80.2325,scVI_1_150_0.01_3_128_gene_zinb..scVI..60..features_RNA.log.vst.split_Batch_ID.features.750_3b9e3ed8dac54bd9d04e434d74ffbb99,60,750
scVI,scVI,62.585,80.2125,scVI_1_150_0.01_3_128_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_8a71cab20d8ba5575858e56d9c6c5e95,80,1000
scVI,scVI,64.355,80.5175,scVI_1_150_0.01_3_128_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_8a71cab20d8ba5575858e56d9c6c5e95,80,750
scVI,scVI,62.45,81.385,scVI_2_150_0.01_2_256_gene_zinb..scVI..60..features_RNA.log.vst.split_Batch_ID.features.1000_3b9e3ed8dac54bd9d04e434d74ffbb99,60,1000
scVI,scVI,62.98,78.905,scVI_2_150_0.01_2_256_gene_zinb..scVI..60..features_RNA.log.vst.split_Batch_ID.features.750_3b9e3ed8dac54bd9d04e434d74ffbb99,60,750
scVI,scVI,64.55,77.9925,scVI_2_150_0.01_2_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_8a71cab20d8ba5575858e56d9c6c5e95,80,1000
scVI,scVI,65.995,77.9825,scVI_2_150_0.01_2_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_8a71cab20d8ba5575858e56d9c6c5e95,80,750
scVI,scVI,66.71,83.22,scVI_5_80_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_fb0c4430d8280cd23d2956b80b45c5bb,80,1000
scVI,scVI,63.985,85.05,scVI_5_80_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1500_fb0c4430d8280cd23d2956b80b45c5bb,80,1500
scVI,scVI,62.355,87.365,scVI_5_80_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.2000_fb0c4430d8280cd23d2956b80b45c5bb,80,2000
scVI,scVI,59.71,84.6625,scVI_5_80_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.3000_fb0c4430d8280cd23d2956b80b45c5bb,80,3000
scVI,scVI,67.3,76.3375,scVI_5_80_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.500_fb0c4430d8280cd23d2956b80b45c5bb,80,500
scVI,scVI,66.88,80.6075,scVI_5_80_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_fb0c4430d8280cd23d2956b80b45c5bb,80,750
scVI,scVI,65.19,83.445,scVI_6_200_0.1_2_256..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_fb0c4430d8280cd23d2956b80b45c5bb,50,1000
scVI,scVI,63.41,82.7725,scVI_6_200_0.1_2_256..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1500_fb0c4430d8280cd23d2956b80b45c5bb,50,1500
scVI,scVI,61.535,84.7125,scVI_6_200_0.1_2_256..scVI..50..features_RNA.log.vst.split_Batch_ID.features.2000_fb0c4430d8280cd23d2956b80b45c5bb,50,2000
scVI,scVI,59.625,84.6775,scVI_6_200_0.1_2_256..scVI..50..features_RNA.log.vst.split_Batch_ID.features.3000_fb0c4430d8280cd23d2956b80b45c5bb,50,3000
scVI,scVI,68.74,76.17,scVI_6_200_0.1_2_256..scVI..50..features_RNA.log.vst.split_Batch_ID.features.500_fb0c4430d8280cd23d2956b80b45c5bb,50,500
scVI,scVI,67.055,81.83,scVI_6_200_0.1_2_256..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_fb0c4430d8280cd23d2956b80b45c5bb,50,750
scVI,scVI,61.855,86.87,scVI_6_40_0.1_2_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,60,1000
scVI,scVI,58.71,86.7925,scVI_6_40_0.1_2_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,60,1500
scVI,scVI,56.095,91.47,scVI_6_40_0.1_2_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,60,2000
scVI,scVI,53.99,83.49,scVI_6_40_0.1_2_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,60,3000
scVI,scVI,66.635,83.81,scVI_6_40_0.1_2_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,60,500
scVI,scVI,62.53,88.1025,scVI_6_40_0.1_2_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,60,750
scVI,scVI,59.705,86.51,scVI_6_80_0.1_1_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_d842bf4c63b8fee2b6d1ade43f654023,50,1000
scVI,scVI,57.275,90.16,scVI_6_80_0.1_1_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1500_d842bf4c63b8fee2b6d1ade43f654023,50,1500
scVI,scVI,54.3,89.865,scVI_6_80_0.1_1_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.2000_d842bf4c63b8fee2b6d1ade43f654023,50,2000
scVI,scVI,52.55,89.6725,scVI_6_80_0.1_1_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.3000_d842bf4c63b8fee2b6d1ade43f654023,50,3000
scVI,scVI,64.795,77.425,scVI_6_80_0.1_1_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.500_d842bf4c63b8fee2b6d1ade43f654023,50,500
scVI,scVI,61.625,81.6875,scVI_6_80_0.1_1_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_d842bf4c63b8fee2b6d1ade43f654023,50,750
scVI,scVI,67.89,76.765,scVI_7_200_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_fb0c4430d8280cd23d2956b80b45c5bb,80,1000
scVI,scVI,67.425,80.0525,scVI_7_200_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1500_fb0c4430d8280cd23d2956b80b45c5bb,80,1500
scVI,scVI,64.845,81.0375,scVI_7_200_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.2000_fb0c4430d8280cd23d2956b80b45c5bb,80,2000
scVI,scVI,63.68,83.1175,scVI_7_200_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.3000_fb0c4430d8280cd23d2956b80b45c5bb,80,3000
scVI,scVI,71.015,72.39,scVI_7_200_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.500_fb0c4430d8280cd23d2956b80b45c5bb,80,500
RNA,harmony,67.79,54.27,harmony_1_Batch_ID_0.5_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,30,1000
RNA,harmony,61.705,52.9775,harmony_1_Batch_ID_0.5_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,30,1500
RNA,harmony,59.95,53.31,harmony_1_Batch_ID_0.5_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,30,2000
RNA,harmony,63.335,54.3425,harmony_1_Batch_ID_0.5_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,30,3000
RNA,harmony,76.54,50.865,harmony_1_Batch_ID_0.5_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,30,500
RNA,harmony,70.45,55.0625,harmony_1_Batch_ID_0.5_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,30,750
RNA,harmony,71.265,73.56,harmony_1_Batch_ID_0.5_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,50,1000
RNA,harmony,66.05,69.9225,harmony_1_Batch_ID_0.5_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,50,1500
RNA,harmony,62.15,65.4575,harmony_1_Batch_ID_0.5_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,50,2000
RNA,harmony,64.575,63.105,harmony_1_Batch_ID_0.5_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,50,3000
RNA,harmony,77.82,75.225,harmony_1_Batch_ID_0.5_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,50,500
RNA,harmony,73.33,69.6925,harmony_1_Batch_ID_0.5_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,50,750
RNA,harmony,72.26,73.945,harmony_1_Batch_ID_0.5_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,60,1000
RNA,harmony,67.375,72.145,harmony_1_Batch_ID_0.5_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,60,1500
RNA,harmony,64.365,69.2425,harmony_1_Batch_ID_0.5_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,60,2000
RNA,harmony,60.835,66.03,harmony_1_Batch_ID_0.5_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,60,3000
RNA,harmony,78.46,77.17,harmony_1_Batch_ID_0.5_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,60,500
RNA,harmony,74.55,73.4275,harmony_1_Batch_ID_0.5_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,60,750
RNA,harmony,73.8,74.6075,harmony_1_Batch_ID_0.5_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,80,1000
RNA,harmony,69.95,74.8275,harmony_1_Batch_ID_0.5_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,80,1500
RNA,harmony,65.6,75.995,harmony_1_Batch_ID_0.5_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,80,2000
RNA,harmony,62.17,69.215,harmony_1_Batch_ID_0.5_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,80,3000
RNA,harmony,79.71,78.8625,harmony_1_Batch_ID_0.5_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,80,500
RNA,harmony,75.83,72.76,harmony_1_Batch_ID_0.5_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,80,750
RNA,harmony,91.31,34.7975,harmony_10_Batch_ID_3_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,30,1000
RNA,harmony,91.085,32.5975,harmony_10_Batch_ID_3_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,30,1500
RNA,harmony,92.025,28.3975,harmony_10_Batch_ID_3_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,30,2000
RNA,harmony,92.08,25.21,harmony_10_Batch_ID_3_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,30,3000
RNA,harmony,85.27,44.92,harmony_10_Batch_ID_3_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,30,500
RNA,harmony,90.535,35.3475,harmony_10_Batch_ID_3_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,30,750
RNA,harmony,82.505,64.3775,harmony_10_Batch_ID_3_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,50,1000
RNA,harmony,80.27,59.185,harmony_10_Batch_ID_3_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,50,1500
RNA,harmony,78.33,57.12,harmony_10_Batch_ID_3_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,50,2000
RNA,harmony,81.83,46.52,harmony_10_Batch_ID_3_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,50,3000
RNA,harmony,84.635,65.875,harmony_10_Batch_ID_3_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,50,500
RNA,harmony,83.175,65.7125,harmony_10_Batch_ID_3_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,50,750
RNA,harmony,83.095,69.33,harmony_10_Batch_ID_3_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,60,1000
RNA,harmony,80.94,62.5325,harmony_10_Batch_ID_3_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,60,1500
RNA,harmony,78.95,57.475,harmony_10_Batch_ID_3_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,60,2000
RNA,harmony,75.82,55.3575,harmony_10_Batch_ID_3_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,60,3000
RNA,harmony,85.03,71.2325,harmony_10_Batch_ID_3_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,60,500
RNA,harmony,83.74,71.71,harmony_10_Batch_ID_3_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,60,750
RNA,harmony,83.725,74.0325,harmony_10_Batch_ID_3_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,80,1000
RNA,harmony,81.375,70.125,harmony_10_Batch_ID_3_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,80,1500
RNA,harmony,79.805,64.6375,harmony_10_Batch_ID_3_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,80,2000
RNA,harmony,76.765,57.8225,harmony_10_Batch_ID_3_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,80,3000
RNA,harmony,86.18,75.92,harmony_10_Batch_ID_3_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,80,500
RNA,harmony,84.28,76.3975,harmony_10_Batch_ID_3_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,80,750
scVI,scVI,64.16,83.165,scVI_11_200_0.1_1_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_d842bf4c63b8fee2b6d1ade43f654023,80,1000
scVI,scVI,60.495,81.9925,scVI_11_200_0.1_1_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1500_d842bf4c63b8fee2b6d1ade43f654023,80,1500
scVI,scVI,59.59,81.7425,scVI_11_200_0.1_1_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.2000_d842bf4c63b8fee2b6d1ade43f654023,80,2000
scVI,scVI,57.68,84.63,scVI_11_200_0.1_1_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.3000_d842bf4c63b8fee2b6d1ade43f654023,80,3000
scVI,scVI,66.29,77.765,scVI_11_200_0.1_1_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.500_d842bf4c63b8fee2b6d1ade43f654023,80,500
scVI,scVI,64.22,79.815,scVI_11_200_0.1_1_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_d842bf4c63b8fee2b6d1ade43f654023,80,750
scVI,scVI,62.845,86.55,scVI_11_80_0.1_2_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,80,1000
scVI,scVI,60.58,89.805,scVI_11_80_0.1_2_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,80,1500
scVI,scVI,59.51,85.5825,scVI_11_80_0.1_2_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,80,2000
scVI,scVI,57.04,86.5775,scVI_11_80_0.1_2_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,80,3000
scVI,scVI,68.29,82.13,scVI_11_80_0.1_2_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,80,500
scVI,scVI,65.27,88.425,scVI_11_80_0.1_2_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,80,750
scVI,scVI,60.58,85.6275,scVI_12_200_0.1_2_128..scVI..30..features_RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,30,1000
scVI,scVI,57.62,84.8725,scVI_12_200_0.1_2_128..scVI..30..features_RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,30,1500
scVI,scVI,55.96,87.895,scVI_12_200_0.1_2_128..scVI..30..features_RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,30,2000
scVI,scVI,56.545,84.86,scVI_12_200_0.1_2_128..scVI..30..features_RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,30,3000
scVI,scVI,65.255,81.6325,scVI_12_200_0.1_2_128..scVI..30..features_RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,30,500
scVI,scVI,62.465,85.4275,scVI_12_200_0.1_2_128..scVI..30..features_RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,30,750
scVI,scVI,62.545,83.32,scVI_13_200_0.1_2_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,50,1000
scVI,scVI,60.87,86.0675,scVI_13_200_0.1_2_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,50,1500
scVI,scVI,57.14,85.5975,scVI_13_200_0.1_2_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,50,2000
scVI,scVI,56.595,86.5975,scVI_13_200_0.1_2_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,50,3000
scVI,scVI,67.32,79.985,scVI_13_200_0.1_2_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,50,500
scVI,scVI,65.46,82.7025,scVI_13_200_0.1_2_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,50,750
scVI,scVI,62.825,84.675,scVI_14_200_0.1_2_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,60,1000
scVI,scVI,61.295,86.295,scVI_14_200_0.1_2_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,60,1500
scVI,scVI,59.42,83.795,scVI_14_200_0.1_2_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,60,2000
scVI,scVI,56.96,84.6975,scVI_14_200_0.1_2_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,60,3000
scVI,scVI,68.195,80.1475,scVI_14_200_0.1_2_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,60,500
scVI,scVI,64.63,82.515,scVI_14_200_0.1_2_128..scVI..60..features_RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,60,750
scVI,scVI,63.42,87.4425,scVI_14_80_0.1_2_128..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_b0e8fd94fb38e748c5ba9bf4d05721d2,90,1000
scVI,scVI,61.105,89.2475,scVI_14_80_0.1_2_128..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1500_b0e8fd94fb38e748c5ba9bf4d05721d2,90,1500
scVI,scVI,59.475,90.475,scVI_14_80_0.1_2_128..scVI..90..features_RNA.log.vst.split_Batch_ID.features.2000_b0e8fd94fb38e748c5ba9bf4d05721d2,90,2000
scVI,scVI,64.175,84.35,scVI_14_80_0.1_2_128..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_b0e8fd94fb38e748c5ba9bf4d05721d2,90,750
RNA,harmony,87.51,46.4525,harmony_9_Batch_ID_2_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,30,1000
RNA,harmony,85.76,43.25,harmony_9_Batch_ID_2_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,30,1500
RNA,harmony,83.2,32.62,harmony_9_Batch_ID_2_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,30,2000
RNA,harmony,81.44,29.2175,harmony_9_Batch_ID_2_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,30,3000
RNA,harmony,89.1,39.93,harmony_9_Batch_ID_2_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,30,500
RNA,harmony,88.15,41.2275,harmony_9_Batch_ID_2_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,30,750
RNA,harmony,81.46,65.63,harmony_9_Batch_ID_2_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,50,1000
RNA,harmony,79.45,61.3,harmony_9_Batch_ID_2_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,50,1500
RNA,harmony,80.925,53.995,harmony_9_Batch_ID_2_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,50,2000
RNA,harmony,79.345,53.69,harmony_9_Batch_ID_2_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,50,3000
RNA,harmony,83.9,71.475,harmony_9_Batch_ID_2_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,50,500
RNA,harmony,82.27,67.2725,harmony_9_Batch_ID_2_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,50,750
RNA,harmony,80.955,71.485,harmony_9_Batch_ID_2_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,60,1000
RNA,harmony,79.515,68.2425,harmony_9_Batch_ID_2_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,60,1500
RNA,harmony,76.67,61.7875,harmony_9_Batch_ID_2_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,60,2000
RNA,harmony,78.15,56.6825,harmony_9_Batch_ID_2_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,60,3000
RNA,harmony,84.06,74.1225,harmony_9_Batch_ID_2_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,60,500
RNA,harmony,81.865,72.325,harmony_9_Batch_ID_2_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,60,750
RNA,harmony,81.245,75.845,harmony_9_Batch_ID_2_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,80,1000
RNA,harmony,79.14,74.6175,harmony_9_Batch_ID_2_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,80,1500
RNA,harmony,76.385,68.5175,harmony_9_Batch_ID_2_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,80,2000
RNA,harmony,72.65,62.6875,harmony_9_Batch_ID_2_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,80,3000
RNA,harmony,84.61,76.0975,harmony_9_Batch_ID_2_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,80,500
RNA,harmony,82.085,77.2275,harmony_9_Batch_ID_2_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,80,750
RNA,Raw,20.87,70.755,Raw_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1000,30,1000
RNA,Raw,14.265,62.95,Raw_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1500,30,1500
RNA,Raw,9.94,58.9275,Raw_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.2000,30,2000
RNA,Raw,3.05,58.84,Raw_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.3000,30,3000
RNA,Raw,34.1,63.39,Raw_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.500,30,500
